id	Word1	Word2	Pronunciation	Meaning	Translation	Extra1	Extra2	False	confidence
5068	探讨	探討	tàntǎo	conversar; investigar	discuss; probe into		探讨	False	0
5069	趟	趟	tàng	viaje	Trip		趟	False	0
5070	掏	搯	tāo	excavar	Dig		掏	False	0
5071	特大	特大	tè dà	especialmente grande; mayoría	especially big; most		特大	False	0
5072	特地	特地	tè dì	para un propósito especial; especialmente	for a special purpose; specially		特地	False	0
5073	特	特	tè	particular; especial; excepcional; inusual; especialmente; muy	particular; special; exceptional; unusual; especially; very		特	False	0
5074	特快	特快	tè kuài	expresar	express		特快	False	0
5075	疼痛	疼痛	téng tòng	dolor; dolor; dolor	pain; ache; soreness		疼痛	False	0
5076	特意	特意	tèyì	especialmente	specially		特意	False	0
5077	踢	踢	tī	patada	kick		踢	False	0
5078	提交	提交	tí jiāo	entregar; referirse	submit; refer		提交	False	0
5079	提升	提昇	tí shēng	promover; izar; elevar; promoción	promote; hoist; elevate; promotion		提升	False	0
5080	天然	天然	tiān rán	natura	natura		天然	False	0
5081	天堂	天堂	tiāntáng	cielo	heaven		天堂	False	0
5082	田	田	tián	campo; granja	field; farm		田	False	0
5083	天下	天下	tiān xià	mundo	world		天下	False	0
5084	添	添	tiān	agregar; aumentar; tener un bebé	add; increase; have a baby		添	False	0
5085	田径	田徑	tiánjìng	atletismo	Athletics		田径	False	0
5086	跳水	跳水	tiào shuǐ	bucear; buceo	dive; diving		跳水	False	0
5087	通报	通報	tōng bào	circular un aviso; circular; boletín; diario	circulate a notice; circular; bulletin; journal		通报	False	0
5088	听取	聽取	tīng qǔ	escucha a; escuchar	listen to; hear		听取	False	0
5089	通道	通道	tōng dào	acceso; pasillo; paso; pasaje	access; aisle; passage; passageway		通道	False	0
5090	通红	通紅	tōng hóng	enjuagar; muy rojo	flush; very red		通红	False	0
5091	通行	通行	tōng xíng	atravesar; pasar por; actual; general	go through; pass through; current; general		通行	False	0
5092	通话	通話	tōng huà	llamar; conversar; comunicarse por teléfono	call; converse; communicate by phone		通话	False	0
5093	同	衕	tóng	mismo; similar; similar; como; juntos	same; similar; alike; like; together		同	False	0
5094	同胞	同胞	tóngbāo	compatriota	Compatriot		同胞	False	0
5095	同期	同期	tóng qī	período de tiempo correspondiente; el mismo período	corresponding time period; the same period		同期	False	0
5096	通讯	通訊	tōngxùn	comunicación	communication		通讯	False	0
5097	同行	同行	tóng háng	par; del mismo comercio u ocupación; persona de la misma ocupación	peer; of the same trade or occupation; person of the same occupation		同行	False	0
5098	铜牌	銅牌	tóng pái	medalla de bronce; medalla de cobre	bronze medal; copper medal		铜牌	False	0
5099	同一	同一	tóng yī	mismo; idéntico	same; identical		同一	False	0
5100	头疼	頭疼	tóu téng	dolor de cabeza	headache		头疼	False	0
5101	投票	投票	tóupiào	votar	vote		投票	False	0
5102	图书	圖書	tú shū	libros	books		图书	False	0
5103	透露	透露	tòulù	revelar	disclose		透露	False	0
5104	途径	途徑	tújìng	canal	channel		途径	False	0
5105	徒弟	徒弟	túdì	aprendiz	Apprentice		徒弟	False	0
5106	土（形）	土	tǔ	local; nativo; gente; indígena; pasado de moda; suelo; tierra;	local; native; folk; indigenous; unfashionable; soil; earth; land; ground		土	False	0
5107	团队	團隊	tuán duì	equipo	team		团队	False	0
5108	退票	退票	tuì piào	reembolso; devolver un boleto	refund; return a ticket		退票	False	0
5109	吞	吞	tūn	tragar; trago; anexo; poseer	swallow; gulp; annex; possess		吞	False	0
5110	推出	推出	tuī chū	desenrollar; empujar	roll out; push-off		推出	False	0
5111	托	託	tuō	apoyo de debajo; activar; confiar; alegar; confiar	support from under; set off; entrust; plead; rely		托	False	0
5112	拖	拖	tuō	jalar; arrastrar; dibujar; transportar; camino; continuar	pull; drag; draw; haul; trail; drag on		拖	False	0
5113	拖鞋	拖鞋	tuō xié	zapatilla	slipper		拖鞋	False	0
5114	挖	挖	wā	excavar; excavar; cucharón	dig; excavate; scoop		挖	False	0
5115	娃娃	娃娃	wáwa	una muñeca	A doll		娃娃	False	0
5116	外币	外幣	wài bì	moneda extranjera	foreign currency		外币	False	0
5117	外部	外部	wài bù	afuera; externo; exterior	outside; external; exterior		外部	False	0
5118	外出	外出	wài chū	salir	go out		外出	False	0
5119	哇	哇	wa	guau	wow		哇	False	0
5120	外科	外科	wài kē	cirugía; departamento quirúrgico	surgery; surgical department		外科	False	0
5121	外观	外觀	wài guān	exterior; aspecto externo; exterior	exterior; outward appearance; outward		外观	False	0
5122	外衣	外衣	wài yī	abrigo; chaqueta; ropa exterior; traje; overclama; apariencia	coat; jacket; outer clothing; garb; overclothes; semblance		外衣	False	0
5123	外来	外來	wài lái	extranjero; externo; afuera	foreign; external; outside		外来	False	0
5124	外资	外資	wài zī	inversión extranjera	foreign investment		外资	False	0
5125	外头	外頭	wài tou	afuera	outside		外头	False	0
5126	弯曲	彎曲	wān qū	devanado; serpenteante; zigzag; ladrón; curvo; flexión; doblar	winding; meandering; zigzag; crook; curved; bending; bend		弯曲	False	0
5127	顽皮	頑皮	wán pí	travieso; travieso	naughty; mischievous		顽皮	False	0
5128	顽强	頑強	wánqiáng	tenaz	Tenacious		顽强	False	0
5129	王后	王后	wáng hòu	reina	queen		王后	False	0
5130	王子	王子	wángzǐ	príncipe	prince		王子	False	0
5131	往后	往後	wǎng hòu	de aquí en adelante; más tarde; en el futuro; hacia atrás	from now on; later; in the future; backward		往后	False	0
5132	网吧	網吧	wǎng bā	café internet; barra de internet	internet cafe; internet bar		网吧	False	0
5133	网页	網頁	wǎng yè	página web	web page		网页	False	0
5134	往年	往年	wǎng nián	en años anteriores; en años anteriores	in previous years; in former years		往年	False	0
5135	望见	望見	wàng jiàn	ver; poner los ojos	see; set eyes on		望见	False	0
5136	危机	危機	wēijī	crisis	crisis		危机	False	0
5137	威胁	威脅	wēixié	amenazar	threaten		威胁	False	0
5138	往来	往來	wǎng lái	de ida y vuelta; contacto; relación comercial; coito	back and forth; contact; dealing; intercourse		往来	False	0
5139	微波炉	微波爐	wēi bō lú	horno microondas	microwave oven		微波炉	False	0
5140	维生素	維生素	wéishēngsù	vitamina	Vitamin		维生素	False	0
5141	为此	為此	wèi cǐ	para tal fin; por esta razón; para este propósito	to this end; for this reason; for this purpose		为此	False	0
5142	为何	為何	wèi hé	por qué; por qué razón	why; for what reason		为何	False	0
5143	卧铺	臥鋪	wò pù	durmiente; litera para dormir	sleeper; sleeping berth		卧铺	False	0
5144	文娱	文娛	wén yú	recreación cultural; entretenimiento	cultural recreation; entertainment		文娱	False	0
5145	无边	無邊	wú biān	sin límites	boundless		无边	False	0
5146	乌云	烏雲	wū yún	nubes oscuras; nubes negras	dark clouds; black clouds		乌云	False	0
5147	无关	無關	wú guān	nada que ver; no relacionado; irrelevante	have nothing to do; unrelated; irrelevant		无关	False	0
5148	物品	物品	wù pǐn	artículo; bienes; artículo	article; goods; item		物品	False	0
5149	无效	無效	wú xiào	inválido; nulo; en vano; en vano	invalid; null; to no avail; in vain		无效	False	0
5150	误	誤	wù	error; error; extrañar; por error	mistake; error; miss; by mistake		误	False	0
5151	舞蹈	舞蹈	wǔdǎo	bailar	Dance		舞蹈	False	0
5152	西班牙语	西班牙語	xī bān yá yǔ	lengua española	Spanish language		西班牙语	False	0
5153	吸毒	吸毒	xī dú	droga; adicto a las drogas	drug; drug addict		吸毒	False	0
5154	牺牲	犧牲	xīshēng	sacrificio	sacrifice		牺牲	False	0
5155	洗衣粉	洗衣粉	xǐ yī fěn	jabón en polvo	washing powder		洗衣粉	False	0
5156	细胞	細胞	xìbāo	células	Cells		细胞	False	0
5157	戏曲	戲曲	xì qǔ	drama; opera china	drama; Chinese opera		戏曲	False	0
5158	细菌	細菌	xìjūn	bacterias	Bacteria		细菌	False	0
5159	先锋	先鋒	xiān fēng	pionero; vanguardia	pioneer; vanguard		先锋	False	0
5160	嫌	嫌	xián	no me gusta y evita	dislike and avoid		嫌	False	0
5161	显出	顯出	xiǎn chū	espectáculo; manifiesto	show; manifest		显出	False	0
5162	险	險	xiǎn	peligro; riesgo; peligro; peligroso; siniestro; cerca de	danger; risk; danger; dangerous; sinister; nearly		险	False	0
5163	陷入	陷入	xiànrù	caer en	fall into		陷入	False	0
5164	响声	響聲	xiǎng shēng	sonido; ruido	sound; noise		响声	False	0
5165	线路	線路	xiàn lù	línea; ruta; circuito	line; route; circuit		线路	False	0
5166	想不到	想不到	xiǎng bú dào	inesperado	unexpected		想不到	False	0
5167	消耗	消耗	xiāohào	consumir	consume		消耗	False	0
5168	消灭	消滅	xiāomiè	eliminar	eliminate		消灭	False	0
5169	小费	小費	xiǎo fèi	consejo	tip		小费	False	0
5170	小麦	小麥	xiǎomài	trigo	Wheat		小麦	False	0
5171	小于	小於	xiǎo yú	menos que	less than		小于	False	0
5172	笑脸	笑臉	xiào liǎn	smiley; cara sonriente	smiley; smiling face		笑脸	False	0
5173	晓得	曉得	xiǎo dé	saber	know		晓得	False	0
5174	笑容	笑容	xiào róng	expresión sonriente; sonrisa	smiling expression; smile		笑容	False	0
5175	笑声	笑聲	xiào shēng	risa; reír	laughter; laughing		笑声	False	0
5176	协会	協會	xiéhuì	asociación	association		协会	False	0
5177	协商	協商	xiéshāng	consultar	consult		协商	False	0
5178	协调	協調	xiétiáo	coordinar	coordinate		协调	False	0
5179	写字楼	寫字樓	xiě zì lóu	edificio de oficinas	office building		写字楼	False	0
5180	协助	協助	xiézhù	asistir	assist		协助	False	0
5181	写字台	寫字檯	xiě zì tái	escritorio; escritorio	writing desk; desk		写字台	False	0
5182	心愿	心願	xīn yuàn	desear; aspiración	wish; aspiration		心愿	False	0
5183	心脏	心臟	xīnzàng	corazón	heart		心脏	False	0
5184	心灵	心靈	xīnlíng	corazón	Heart		心灵	False	0
5185	心脏病	心臟病	xīn zàng bìng	cardiopatía	heart disease		心脏病	False	0
5186	新人	新人	xīn rén	recién llegado; nueva personalidad; nuevo talento	newcomer; new personality; new talent		新人	False	0
5187	新兴	新興	xīn xīng	nuevo; emergente; recién desarrollando	new; emerging; newly-developing		新兴	False	0
5188	薪水	薪水	xīnshui	salario	salary		薪水	False	0
5189	信仰	信仰	xìnyǎng	fe	Faith		信仰	False	0
5190	信用	信用	xìn yòng	crédito	credit		信用	False	0
5191	行程	行程	xíng chéng	viajar; itinerario	travel; itinerary		行程	False	0
5192	兴旺	興旺	xīngwàng	próspero	Prosperous		兴旺	False	0
5193	形	形	xíng	forma; forma; cuerpo; entidad; aparecer; mirar	form; shape; body; entity; appear; look		形	False	0
5194	凶手	兇手	xiōngshǒu	asesino	Murderer		凶手	False	0
5195	袖珍	袖珍	xiù zhēn	tamano de bolsillo; bolsillo	pocket-size; pocket		袖珍	False	0
5196	修车	修車	xiū chē	reparación de autos; reparación de coche	car repair; car repairing		修车	False	0
5197	凶	凶	xiōng	feroz; ominoso; horrible; asesinato	fierce; ominous; terrible; murder		凶	False	0
5198	悬	懸	xuán	colgar; suspender; me siento ansioso; pendiente; peligroso	hang; suspend; feel anxious; outstanding; dangerous		悬	False	0
5199	旋转	旋轉	xuánzhuǎn	girar	rotate		旋转	False	0
5200	选拔	選拔	xuǎnbá	selección	Selection		选拔	False	0
5201	学会	學會	xué huì	aprender; maestro; estudiar	learn; master; study		学会	False	0
5202	选举	選舉	xuǎnjǔ	elección	Election		选举	False	0
5203	学员	學員	xué yuán	alumno; aprendiz	student; trainee		学员	False	0
5204	血液	血液	xuè yè	sangre	blood		血液	False	0
5205	血管	血管	xuè guǎn	vaso sanguíneo; artería; vena	blood vessel; artery; vein		血管	False	0
5206	压迫	壓迫	yāpò	opresión	Oppression		压迫	False	0
5207	循环	循環	xúnhuán	bucle	loop		循环	False	0
5208	烟花	煙花	yān huā	fuegos artificiales	fireworks		烟花	False	0
5209	沿海	沿海	yánhǎi	costero	coastal		沿海	False	0
5210	沿	沿	yán	a lo largo de; seguir	along; follow		沿	False	0
5211	沿着	沿著	yán zhe	a lo largo de	along		沿着	False	0
5212	研发	研發	yán fā	investigación y desarrollo	research and development		研发	False	0
5213	眼看	眼看	yǎn kàn	ver; pronto; en un momento; mira impotente	see; soon; in a moment; watch helplessly		眼看	False	0
5214	演奏	演奏	yǎnzòu	jugar	Play		演奏	False	0
5215	宴会	宴會	yànhuì	banquete	banquet		宴会	False	0
5216	仰	仰	yǎng	buscar; hacia arriba	look up; face upward		仰	False	0
5217	洋	洋	yáng	océano; vasto; multitudinario; extranjero	ocean; vast; multitudinous; foreign		洋	False	0
5218	养老	養老	yǎng lǎo	pensión; proporcionar a los ancianos	pension; provide for the aged		养老	False	0
5219	样	樣	yàng	apariencia; forma; muestra; modelo; patrón; amable; tipo	appearance; shape; sample; model; pattern; kind; type		样	False	0
5220	氧气	氧氣	yǎngqì	oxígeno	oxygen		氧气	False	0
5221	药品	藥品	yào pǐn	droga; medicamento; medicamento	drug; medicine; medicament		药品	False	0
5222	要不然	要不然	yào bù rán	de lo contrario	otherwise		要不然	False	0
5223	要好	要好	yào hǎo	ser amigos cercanos; intenta hacer progreso; mejor	be close friends; try hard to make progress; better		要好	False	0
5224	要么	要麼	yào me	o; cualquiera o …	or; either … or …		要么	False	0
5225	要素	要素	yàosù	factor esencial	Essential factor		要素	False	0
5226	野	野	yě	espacio abierto; campo; salvaje; inculto; brusco; bruto; fuera de la oficina	open space; field; wild; uncultivated; rude; rough; out of office		野	False	0
5227	野生	野生	yě shēng	salvaje; inculto; salvaje	wild; uncultivated; feral		野生	False	0
5228	医药	醫藥	yī yào	medicamento; curativo	medicine; curative		医药	False	0
5229	依次	依次	yī cì	en orden propio; sucesivamente	in proper order; successively		依次	False	0
5230	依赖	依賴	yīlài	depender de	rely on		依赖	False	0
5231	一次性	一次性	yí cì xìng	desechable; de un solo uso	disposable; single use		一次性	False	0
5232	一道	一道	yí dào	juntos; una racha de	together; a streak of		一道	False	0
5233	一代	一代	yí dài	generación	generation		一代	False	0
5234	一贯	一貫	yíguàn	coherente	consistent		一贯	False	0
5235	一路上	一路上	yí lù shàng	todo el camino; por el camino	all the way; along the way		一路上	False	0
5236	仪器	儀器	yíqì	instrumento	instrument		仪器	False	0
5237	仪式	儀式	yíshì	ceremonia	Ceremony		仪式	False	0
5238	一番	一番	yì fān	alguno; una vez	some; one time		一番	False	0
5239	遗憾	遺憾	yíhàn	arrepentirse; lástima	regret; pity		遗憾	False	0
5240	一模一样	一模一樣	yì mú yí yàng	exactamente lo mismo; como como dos guisantes	exactly the same; as like as two peas		一模一样	False	0
5241	一时	一時	yì shí	por un corto tiempo; temporario; momentáneo	for a short while; temporary; momentary		一时	False	0
5242	一同	一同	yì tóng	juntos; al mismo tiempo y lugar	together; at the same time and place		一同	False	0
5243	一齐	一齊	yì qí	todos juntos; simultáneamente; al unisono	all together; simultaneously; in unison		一齐	False	0
5244	一行	一行	yì xíng	delegación; un grupo que viaja juntos; fiesta	delegation; a group travelling together; party		一行	False	0
5245	艺人	藝人	yì rén	actor; artista; artesano; artesano	actor; artist; artisan; handicraftsman		艺人	False	0
5246	议题	議題	yì tí	asunto; tema para la discusión; problema en discusión	issue; topic for discussion; issue under discussion		议题	False	0
5247	异常	異常	yìcháng	anormal	abnormal		异常	False	0
5248	意想不到	意想不到	yì xiǎng bù dào	inesperado; sorprendente; inesperadamente; impredecible	unexpected; surprising; out of the blue; unpredicted		意想不到	False	0
5249	意愿	意願	yì yuàn	desear; deseo; aspiración; volicional	wish; desire; aspiration; volitional		意愿	False	0
5250	因素	因素	yīnsù	factor	Factor		因素	False	0
5251	因	因	yīn	causa; razón; porque	cause; reason; because		因	False	0
5252	阴谋	陰謀	yīnmóu	conspiración	conspiracy		阴谋	False	0
5253	音量	音量	yīn liàng	volumen; volumen de sonido	volume; sound volume		音量	False	0
5254	阴影	陰影	yīn yǐng	sombra; sombra	shadow; shade		阴影	False	0
5255	音像	音像	yīn xiàng	audiovisual; audio video	audiovisual; audio-video		音像	False	0
5256	隐私	隱私	yǐnsī	privacidad	Privacy		隐私	False	0
5257	隐藏	隱藏	yǐn cáng	esconder; ocultación; encubrir; salir fuera de la vista	hide; hiding; conceal; put out of sight		隐藏	False	0
5258	印	印	yìn	sello; estampilla; marca; imprimir; impresionar	seal; stamp; mark; print; impress		印	False	0
5259	迎来	迎來	yíng lái	acomodar; saludar	usher in; greet		迎来	False	0
5260	英雄	英雄	yīngxióng	héroe	Hero		英雄	False	0
5261	影迷	影迷	yǐng mí	fanático de la película; fanático de la película	movie fan; film fan		影迷	False	0
5262	影星	影星	yǐng xīng	estrella de cine	movie star		影星	False	0
5263	用处	用處	yòng chù	usar; bien; utilidad	use; good; usefulness		用处	False	0
5264	应急	應急	yìng jí	satisfacer una necesidad urgente; conocer una emergencia; conocer una contingencia	meet an urgent need; meet an emergency; meet a contingency		应急	False	0
5265	用法	用法	yòng fǎ	uso; usar	usage; use		用法	False	0
5266	用得着	用得著	yòng de zháo	útil; necesidad	useful; need		用得着	False	0
5267	应对	應對	yìng duì	responder; respuesta; responder; reaccionar	reply; answer; respond; react		应对	False	0
5268	用心	用心	yòng xīn	atentamente; intención; diligentemente	attentively; intention; diligently		用心	False	0
5269	优质	優質	yōu zhì	alta calidad; alto grado	high quality; high grade		优质	False	0
5270	用品	用品	yòng pǐn	suministros; aparato	supplies; appliance		用品	False	0
5271	游玩	遊玩	yóu wán	entretener; jugar; paseo; jugando	amuse; play; stroll; playing		游玩	False	0
5272	游人	遊人	yóu rén	visitante; turista; turista	visitor; tourist; sightseer		游人	False	0
5273	游戏机	遊戲機	yóu xì jī	consola de juego; máquina de juegos	game console; game machine		游戏机	False	0
5274	游行	遊行	yóu xíng	desfile; marzo; demostración; procesión	parade; march; demonstration; procession		游行	False	0
5275	有关	有關	yǒu guān	relacionado; sobre; relatar; inquietud	related; concerning; relate; concern		有关	False	0
5276	有没有	有沒有	yǒu méi yǒu	tiene…?; alguna vez has…? ; hay alguna…?	do you have…?; Have you ever…? ; Is there any…?		有没有	False	0
5277	有事	有事	yǒu shì	comprometido; ocupado; ocupado; algo	engaged; occupied; busy; something		有事	False	0
5278	于	於	yú	(preposición)	(preposition)		于	False	0
5279	娱乐	娛樂	yúlè	entretenimiento	entertainment		娱乐	False	0
5280	愉快	愉快	yúkuài	alegre	Cheerful		愉快	False	0
5281	与	與	yǔ	y	and		与	False	0
5282	宇航员	宇航員	yǔ háng yuán	cosmonauta; astronauta	cosmonaut; astronaut		宇航员	False	0
5283	预约	預約	yù yuē	reserva; reservar; haga una cita	reservation; reserve; make an appointment		预约	False	0
5284	雨衣	雨衣	yǔ yī	impermeable	raincoat		雨衣	False	0
5285	元素	元素	yuánsù	elemento	element		元素	False	0
5286	园	園	yuán	jardín; un área de tierra para plantas en crecimiento; un lugar para la recreación pública	garden; an area of land for growing plants; a place for public recreation		园	False	0
5287	园地	園地	yuán dì	jardín; campo	garden; field		园地	False	0
5288	原	原	yuán	primario; original; anterior; crudo; indulto; nivel	primary; original; former; raw; pardon; level		原	False	0
5289	原告	原告	yuángào	acusador	accuser		原告	False	0
5290	原谅	原諒	yuánliàng	perdonar	Forgive		原谅	False	0
5291	圆珠笔	圓珠筆	yuán zhū bǐ	bolígrafo	ball point pen		圆珠笔	False	0
5292	缘故	緣故	yuángù	razón	Reason		缘故	False	0
5293	援助	援助	yuán zhù	ayuda; apoyo; ayuda; respaldo	help; support; aid; back up		援助	False	0
5294	远远	遠遠	yuǎn yuǎn	lejos	far away		远远	False	0
5295	远离	遠離	yuǎn lí	lejos; a distancia; remoto	away; aloof; removed		远离	False	0
5296	远方	遠方	yuǎn fāng	distancia	distance		远方	False	0
5297	晕	暈	yūn	débil	faint		晕	False	0
5298	约定	約定	yuē dìng	nombrar; arreglar; promesa; acuerdo	appoint; arrange; promise; agreement		约定	False	0
5299	运作	運作	yùn zuò	operación; funcionar	operation; operate		运作	False	0
5300	乐曲	樂曲	yuè qǔ	música; composicion musical	music; musical composition		乐曲	False	0
5301	允许	允許	yǔnxǔ	permitir	allow		允许	False	0
5302	晕车	暈車	yùn chē	media a la autos; cinetosis	carsickness; motion sickness		晕车	False	0
5303	杂	雜	zá	misceláneas; variado; mezclado; mezcla	miscellaneous; varied; mixed; mix		杂	False	0
5304	再生	再生	zài shēng	regeneración; regenerado; reanimar	regeneration; regenerate; revive		再生	False	0
5305	再说	再說	zài shuō	además; puse hasta algún tiempo después; decir	besides; put off until some time later; say		再说	False	0
5306	遭到	遭到	zāo dào	sufrir; sufrió; juntarse con	suffer; suffered; meet with		遭到	False	0
5307	遭受	遭受	zāoshòu	sufrir	Suffer		遭受	False	0
5308	遭遇	遭遇	zāoyù	encontrar	encounter		遭遇	False	0
5309	早晚	早晚	zǎo wǎn	tarde o temprano; mañana y tarde; tiempo; algún día	sooner or later; morning and evening; time; some day		早晚	False	0
5310	增进	增進	zēng jìn	mejorar; promover	enhance; promote		增进	False	0
5311	扎	紮	zhā	atar	Tie		扎	False	0
5312	增值	增值	zēng zhí	valor añadido; apreciación; aumento en el valor	value-added; appreciation; increase in value		增值	False	0
5313	炸弹	炸彈	zhà dàn	bomba	bomb		炸弹	False	0
5314	扎实	紮實	zhāshi	sólido	solid		扎实	False	0
5315	炸	炸	zhà	explotar; explosión; bomba; estallar; freír	explode; burst; bomb; flare up; fry		炸	False	0
5316	债	債	zhài	deuda; préstamo; debido	debt; loan; owing		债	False	0
5317	炸药	炸藥	zhà yào	explosivo; dinamita	explosive; dynamite		炸药	False	0
5318	占据	佔據	zhànjù	ocupar	Occupy		占据	False	0
5319	战场	戰場	zhàn chǎng	campo de batalla; campo de batalla	battleground; battlefield		战场	False	0
5320	战术	戰術	zhànshù	táctica	tactics		战术	False	0
5321	战略	戰略	zhànlüè	estrategia	strategy		战略	False	0
5322	战友	戰友	zhàn yǒu	camaradas en los brazos	comrades in arms		战友	False	0
5323	章	章	zhāng	capítulo; sección; orden; regulación; sello	chapter; section; order; regulation; seal		章	False	0
5324	站台	站台	zhàn tái	plataforma; plataforma ferroviaria	platform; railway platform		站台	False	0
5325	掌声	掌聲	zhǎng shēng	aplausos	applause		掌声	False	0
5326	长（秘书长）	長	zhǎng	(zhǎng) jefe; cabeza; líder (cháng) largo	(zhǎng) chief; head; leader (cháng) long		长	False	0
5327	账	賬	zhàng	cuenta; deuda	account; debt		账	False	0
5328	账户	賬戶	zhànghù	cuenta	account		账户	False	0
5329	涨	漲	zhǎng	elevar	rise		涨	False	0
5330	招	招	zhāo	recluta; truco; atraer; llamar	recruit; trick; attract; beckon		招	False	0
5331	障碍	障礙	zhàng’ài	obstáculo	obstacle		障碍	False	0
5332	照样	照樣	zhàoyàng	todos iguales; como antes	all the same; as before		照样	False	0
5333	照耀	照耀	zhàoyào	brillar	Shine		照耀	False	0
5334	招聘	招聘	zhāopìn	recluta	recruit		招聘	False	0
5335	哲学	哲學	zhéxué	filosofía	Philosophy		哲学	False	0
5336	这就是说	這就是說	zhè jiù shì shuō	esto significa que; es decir	this means that; that is to say		这就是说	False	0
5337	镇	鎮	zhèn	ciudad; tranquilo; reprimir; apretar; mantener bajos	town; tranquil; suppress; press down; keep down		镇	False	0
5338	争夺	爭奪	zhēngduó	luchar por	Fight for		争夺	False	0
5339	整顿	整頓	zhěngdùn	rectificar	rectify		整顿	False	0
5340	正当	正當	zhèngdāng	adecuado	proper		正当	False	0
5341	整治	整治	zhěng zhì	rectificar; renovar; arreglar	rectify; renovate; fix		整治	False	0
5342	政策	政策	zhèngcè	política	policy		政策	False	0
5343	政权	政權	zhèngquán	régimen	regime		政权	False	0
5344	症状	症狀	zhèngzhuàng	síntoma	Symptom		症状	False	0
5345	政党	政黨	zhèng dǎng	partido político	political party		政党	False	0
5346	之类	之類	zhī lèi	como; etcétera	such as; and so on		之类	False	0
5347	支援	支援	zhīyuán	apoyo	support		支援	False	0
5348	支撑	支撐	zhīchēng	abrazadera	brace		支撑	False	0
5349	知名	知名	zhī míng	famoso; bien conocido	famous; well-known		知名	False	0
5350	织	織	zhī	tejer; tejido	knit; weave		织	False	0
5351	枝	枝	zhī	rama	branch		枝	False	0
5352	直升机	直升機	zhí shēng jī	helicóptero	helicopter		直升机	False	0
5353	职责	職責	zhí zé	deber; responsabilidad	duty; responsibility		职责	False	0
5354	止	止	zhǐ	detener; solo; justo; hasta que; a	stop; only; just; till; to		止	False	0
5355	只得	只得	zhǐ dé	tengo que; no tiene alternativa que a; ser obligado	have to; have no alternative but to; be obliged		只得	False	0
5356	只顾	只顧	zhǐ gù	meramente; simplemente; solo cuida; ser absorbido	merely; simply; only care for; be absorbed to		只顾	False	0
5357	只管	只管	zhǐ guǎn	por todos los medios; no dudar; meramente; justo	by all means; not hesitate; merely; just		只管	False	0
5358	指数	指數	zhǐ shù	índice; exponente	index; exponent		指数	False	0
5359	指定	指定	zhǐdìng	nombrar	Appoint		指定	False	0
5360	指头	指頭	zhǐ tou	dedo; dedo del pie	finger; toe		指头	False	0
5361	指着	指著	zhǐ zhe	punto; apuntado	point; pointing		指着	False	0
5362	至于	至於	zhìyú	como para	As for		至于	False	0
5363	智慧	智慧	zhìhuì	sabiduría	wisdom		智慧	False	0
5364	治病	治病	zhì bìng	tratar una enfermedad; tratar una enfermedad	treat a disease; treat an illness		治病	False	0
5365	中华	中華	zhōng huá	porcelana	China		中华	False	0
5366	中等	中等	zhōng děng	medio; moderado	medium; moderate		中等	False	0
5367	中外	中外	zhōng wài	en casa y en el extranjero; chino y extranjero	at home and abroad; Chinese and foreign		中外	False	0
5368	中期	中期	zhōng qī	mediano plazo; metafase	mid-term; metaphase		中期	False	0
5369	忠心	忠心	zhōng xīn	lealtad; devoción; fidelidad	loyalty; devotion; faithfulness		忠心	False	0
5370	肿	腫	zhǒng	hinchado; inflar; hinchazón	swollen; bloat; swelling		肿	False	0
5371	钟头	鐘頭	zhōng tóu	hora	hour		钟头	False	0
5372	种种	種種	zhǒng zhǒng	toda clase de; todo tipo de; una variedad de	all sorts of; all kinds of; a variety of		种种	False	0
5373	珠宝	珠寶	zhū bǎo	joyas	jewelry		珠宝	False	0
5374	诸位	諸位	zhūwèi	todos	every one		诸位	False	0
5375	主持人	主持人	zhǔ chí rén	anfitrión; presentador	host; presenter		主持人	False	0
5376	粥	粥	zhōu	papilla	Porridge		粥	False	0
5377	主角	主角	zhǔ jué	dirigir; protagonista; actor principal	lead; protagonist; leading actor		主角	False	0
5378	煮	煮	zhǔ	cocinar	cook		煮	False	0
5379	主流	主流	zhǔliú	convencional	Main stream		主流	False	0
5380	住宅	住宅	zhùzhái	residencia	residence		住宅	False	0
5381	驻	駐	zhù	estación; residente; estacionado; situado en	station; resident; stationed; located at		驻	False	0
5382	柱子	柱子	zhù zi	correo; pilar	post; pillar		柱子	False	0
5383	专用	專用	zhuān yòng	especial; dedicado	special; dedicated		专用	False	0
5384	祝愿	祝願	zhù yuàn	desear	wish		祝愿	False	0
5385	转动	轉動	zhuàn dòng	doblar; correr; giro; rollo; girar; mover; dar la vuelta	turn; run; twirl; roll; revolve; move; turn round		转动	False	0
5386	转	轉	zhuàn	doblar	turn		转	False	0
5387	赚钱	賺錢	zhuàn qián	ganar dinero	make money		赚钱	False	0
5388	壮观	壯觀	zhuàngguān	grandioso; sublime	grand; sublime		壮观	False	0
5389	赚	賺	zhuàn	ganar	earn		赚	False	0
5390	追究	追究	zhuījiū	investigar	Investigate		追究	False	0
5391	装备	裝備	zhuāngbèi	equipo	equipment		装备	False	0
5392	自来水	自來水	zì lái shuǐ	agua del grifo; agua corriendo	tap water; running water		自来水	False	0
5393	咨询	咨詢	zīxún	consulta	Consultation		咨询	False	0
5394	捉	捉	zhuō	embrague; comprender; sostener; captura	clutch; grasp; hold; capture		捉	False	0
5395	自我	自我	zì wǒ	uno mismo; ser	oneself; self		自我	False	0
